Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
1.299,113.983,-56.642,2449.075
1.314,113.983,-56.642,2450.646
1.328,113.983,-56.642,2451.951
1.343,113.983,-56.643,2452.922
1.357,113.983,-56.643,2454.703
1.372,113.983,-56.643,2456.038
1.386,113.983,-56.643,2460.039
1.4,113.983,-56.644,2465.031
1.415,113.983,-56.644,2467.671
1.429,113.983,-56.644,2472.578
1.444,113.983,-56.644,2472.578
1.458,113.984,-56.645,2475.989
1.473,113.984,-56.645,2483.309
1.487,113.984,-56.645,2488.427
1.501,113.984,-56.645,2492.297
1.516,113.984,-56.646,2494.1
1.53,113.984,-56.646,2494.1
1.545,113.984,-56.646,2501.729
1.559,113.984,-56.646,2504.506
1.574,113.984,-56.647,2507.314
1.588,113.984,-56.647,2507.314
1.603,113.984,-56.647,2510.487
1.617,113.984,-56.647,2513.045
1.631,113.984,-56.648,2514.957
1.646,113.984,-56.648,2517.235
1.66,113.984,-56.648,2518.604
1.675,113.984,-56.648,2520.464
1.689,113.984,-56.649,2522.312
1.704,113.984,-56.649,2524.226
1.718,113.984,-56.649,2524.295
1.732,113.984,-56.649,2523.234
1.747,113.984,-56.65,2523.234
1.761,113.984,-56.65,2522.938
1.776,113.984,-56.65,2522.353
1.79,113.985,-56.65,2520.698
1.805,113.985,-56.651,2519.303
1.819,113.985,-56.651,2517.496
1.834,113.985,-56.651,2515.867
1.848,113.985,-56.651,2514.197
1.862,113.985,-56.651,2512.62
1.877,113.985,-56.652,2510.8
1.891,113.985,-56.652,2510.8
1.906,113.985,-56.652,2508.773
1.92,113.985,-56.652,2507.678
1.935,113.985,-56.653,2505.636
1.949,113.985,-56.653,2505.737
1.963,113.985,-56.653,2502.593
1.978,113.985,-56.653,2501.105
1.992,113.985,-56.654,2499.783
2.007,113.985,-56.654,2497.864
2.021,113.985,-56.654,2495.937
2.036,113.985,-56.654,2494.5
2.05,113.985,-56.655,2494.5
2.064,113.985,-56.655,2492.736
2.079,113.985,-56.655,2491.177
2.093,113.985,-56.655,2491.177
2.108,113.985,-56.656,2489.611
2.122,113.985,-56.656,2485.99
2.137,113.986,-56.656,2484.354
2.151,113.986,-56.656,2482.654
2.166,113.986,-56.657,2480.964
2.18,113.986,-56.657,2479.361
2.194,113.986,-56.657,2478.689
2.209,113.986,-56.657,2476.763
2.223,113.986,-56.658,2475.111
2.238,113.986,-56.658,2473.363
2.252,113.986,-56.658,2472.011
2.267,113.986,-56.658,2472.011
2.281,113.986,-56.659,2468.443
2.295,113.986,-56.659,2466.329
2.31,113.986,-56.659,2464.917
2.324,113.986,-56.659,2463.614
2.339,113.986,-56.66,2461.957
2.353,113.986,-56.66,2462.203
2.368,113.986,-56.66,2460.143
2.382,113.986,-56.66,2458.391
